Time,TS_CMpart,TS_CMtotal,TD_ID
0.0,-57.01423059225352,-59.986130848152676,-43.56666486402934
0.01603990024937656,-56.4410232638698,-59.40029087694697,-42.96077918534826
0.03207980049875312,-55.88632597756932,-58.8314598262596,-42.704185511740114
0.048119700748129685,-55.36191000959673,-58.29377800367262,-42.88876401644672
0.06415960099750624,-54.85894573930056,-57.77555881925039,-42.78822167970847
0.0801995012468828,-54.390011317518756,-57.2926421471573,-42.84179419839746
0.09623940149625937,-53.93201598892424,-56.81954453394581,-42.96138932287904
0.11227930174563593,-53.49262269045173,-56.364324787900536,-42.5723975471617
0.12831920199501248,-53.05896051154904,-55.91317430147776,-42.562311892987
0.14435910224438905,-52.62383935510762,-55.45957265266309,-42.49572616858164
0.1603990024937656,-52.196268352200974,-55.01174971036577,-41.87610874678631
0.17643890274314217,-51.75034504388405,-54.543589634330466,-40.91985656506501
0.19247880299251874,-51.31333718538092,-54.08282586407363,-40.557687646461666
0.20851870324189528,-50.85801473227604,-53.601814535837526,-40.12431139033985
0.22455860349127185,-50.4123235061289,-53.13003252839448,-39.07958819845085
0.2405985037406484,-49.975027787925214,-52.665237779154054,-38.67340556915212
0.25663840399002497,-49.52824765070972,-52.19052621411562,-38.1095749324342
0.27267830423940154,-49.1053332820287,-51.73956195487041,-37.24756395204413
0.2887182044887781,-48.69075702628549,-51.29692539863971,-37.07933018744613
0.3047581047381546,-48.2925659536157,-50.87133862526749,-36.6689836698728
0.3207980049875312,-47.9182483033769,-50.47032734032627,-35.59417255299764
0.33683790523690776,-47.552834886796894,-50.07827270508763,-35.022875304677285
0.35287780548628433,-47.203142879325746,-49.702366339546344,-34.70498542266009
0.3689177057356609,-46.86914087145141,-49.342910109162084,-33.729810403438805
0.3849576059850375,-46.55247237486807,-49.00234161659633,-32.61793391760431
0.400997506234414,-46.25188899274008,-48.67802141933306,-31.923681626321745
0.41703740648379056,-45.97643040966803,-48.380083399522945,-31.546764027145393
0.43307730673316713,-45.72517747686543,-48.10804916648101,-31.539040559705715
0.4491172069825437,-45.5172927425915,-47.883072011491244,-31.61543892613455
0.4651571072319203,-45.3411441253827,-47.69070999189363,-31.83527710201279
0.4811970074812968,-45.19067390692692,-47.52683017156112,-32.764437266706295
0.49723690773067336,-45.06547680534417,-47.38960407773058,-33.771026332676115
0.5132768079800499,-44.95501477180185,-47.26821883296942,-34.384129928797755
0.5293167082294264,-44.82954131211397,-47.13180169101454,-35.05157804136139
0.5453566084788031,-44.678234304669225,-46.96799591487234,-35.70734793177502
0.5613965087281796,-44.47667815181023,-46.7509645817145,-35.89181513514282
0.5774364089775562,-44.2330946467049,-46.48949663023713,-35.62241800171545
0.5934763092269327,-43.908309939636666,-46.14278806926375,-35.173818747850845
0.6095162094763092,-43.522552052798815,-45.73146532876531,-34.393003489656635
0.6255561097256859,-43.07207748035464,-45.25233236768587,-33.076302781935226
0.6415960099750624,-42.56909808535146,-44.717322546827596,-31.900133082790934
0.657635910224439,-42.032657383390294,-44.146753020633405,-30.934553212032835
0.6736758104738155,-41.48789667247494,-43.567236584962195,-29.697275100923637
0.689715710723192,-40.9518433732314,-42.99822087401045,-28.953619136312064
0.7057556109725687,-40.44870620430947,-42.46323954668729,-29.00046658531095
0.7217955112219452,-39.996290626519205,-41.982685035568245,-29.11766411273214
0.7378354114713218,-39.614113636575,-41.57731121342118,-29.024835444901015
0.7538753117206983,-39.29152192385895,-41.23496841221428,-29.374216117668723
0.769915211970075,-39.029250983427104,-40.956396404978996,-30.427960721539502
0.7859551122194515,-38.82745586693224,-40.742605548354135,-31.233842588264327
0.801995012468828,-38.670686846068335,-40.57662319630391,-31.496501937717255
0.8180349127182046,-38.53138839096319,-40.42914934843496,-31.84016753479863
0.8340748129675811,-38.39387007460758,-40.283489020685586,-31.97016281765977
0.8501147132169578,-38.23890331601626,-40.1187525575852,-31.51046858946911
0.8661546134663343,-38.068186991705346,-39.93725206597369,-31.234499212028
0.8821945137157108,-37.86346751169025,-39.71947170078306,-30.7595074970417
0.8982344139650874,-37.615483455576026,-39.45528650295239,-29.836032972661425
0.9142743142144639,-37.33264762563324,-39.15408404319389,-29.080596703410002
0.9303142144638405,-37.012509469278676,-38.81318315167007,-28.470126991890467
0.9463541147132171,-36.656843283121674,-38.433706396035895,-27.998197750095823
0.9623940149625936,-36.281900567010155,-38.03437623684461,-27.32878224861942
0.9784339152119702,-35.878941197136,-37.60467326418016,-26.537644106146377
0.9944738154613467,-35.449162782088926,-37.147103934279926,-25.773948827379016
1.0105137157107233,-34.992881865361234,-36.66108694038789,-24.913105168171867
1.0265536159600999,-34.52718271016313,-36.164688834904055,-23.85005870916799
1.0425935162094764,-34.04371195288515,-35.649686879894475,-22.788461918424222
1.058633416458853,-33.552297330737055,-35.126422359422115,-21.93175512276159
1.0746733167082296,-33.06940125994893,-34.612444869712775,-21.229604714209728
1.0907132169576061,-32.594659566059946,-34.10702961303176,-20.465738818161608
1.1067531172069827,-32.128509540518685,-33.61119835087834,-19.607617770600328
1.1227930174563592,-31.695847608174173,-33.15088923751316,-19.06905579793266
1.1388329177057357,-31.288528530315755,-32.71766039794572,-18.434121250269406
1.1548728179551124,-30.90637517741796,-32.31116762752907,-18.077305966556423
1.170912718204489,-30.557915397589582,-31.94084121377969,-18.148264619804184
1.1869526184538655,-30.243088384555392,-31.60655533404742,-17.94650857376642
1.202992518703242,-29.9524083311716,-31.29775531542197,-17.67153648131808
1.2190324189526185,-29.670989780107032,-30.99881895190776,-17.084849270488505
1.2350723192019952,-29.390177627022354,-30.70018928581507,-16.517967417681266
1.2511122194513717,-29.101028615202633,-30.392763182874823,-15.838850281917882
1.2671521197007483,-28.803196817955268,-30.075610323136292,-14.726823030685392
1.2831920199501248,-28.48919031457277,-29.74103953082694,-14.045215975999236
1.2992319201995013,-28.159740495145922,-29.390095718085753,-13.292442534630206
1.315271820448878,-27.81288452432232,-29.02002163978648,-12.28415904029413
1.3313117206982545,-27.458340725015024,-28.641919450965712,-11.659088830646304
1.347351620947631,-27.095559833917964,-28.254454445143622,-10.992081481414173
1.3633915211970076,-26.72478731294559,-27.858628042586336,-10.502543465369312
1.379431421446384,-26.345903393151627,-27.45422846453537,-9.937314263277706
1.3954713216957608,-25.95895009774425,-27.040954287444745,-9.096075730619567
1.4115112219451373,-25.58050964333592,-26.63689659028466,-8.760292887624786
1.4275511221945139,-25.193623414870714,-26.223521288452783,-8.236032582512752
1.4435910224438904,-24.82398360969021,-25.82913064069365,-7.850559796361319
1.4596309226932669,-24.453800723646673,-25.433634261521867,-7.878970770685029
1.4756708229426436,-24.10069550469984,-25.05667291660491,-7.693499663475836
1.4917107231920201,-23.756193276351766,-24.688907621196122,-7.2847189391988705
1.5077506234413967,-23.42011938451303,-24.330068316262306,-6.814348389606422
1.5237905236907732,-23.083857264167257,-23.970877780105656,-6.367584054406368
1.53983042394015,-22.764958982722295,-23.630415819023092,-5.99145683677238
1.5558703241895264,-22.45431477584348,-23.298621841043037,-5.501330952740499
1.571910224438903,-22.160100720674304,-22.984315697711786,-5.195951110081479
1.5879501246882795,-21.882925704227635,-22.68810697989979,-5.545717131434878
1.603990024937656,-21.630756628235577,-22.41865115129056,-5.607427391692598
1.6200299251870327,-21.411966730803297,-22.184852883733882,-5.700698410134153
1.6360698254364092,-21.201625953566186,-21.959993624467632,-6.500420984445284
1.6521097256857857,-21.008186146205727,-21.753212349469305,-7.30492864246114
1.6681496259351623,-20.814878112619652,-21.546459141864446,-7.415544921539663
1.6841895261845388,-20.62152079482699,-21.339434632706634,-7.458869523589719
1.7002294264339155,-20.394724977605286,-21.096564575377045,-7.685340826849154
1.716269326683292,-20.15152051567062,-20.835694900057458,-7.333309338401288
1.7323092269326685,-19.86728879926588,-20.530882293766084,-6.83017038697443
1.748349127182045,-19.54207913998244,-20.18193418393181,-6.618094519445685
1.7643890274314216,-19.191785420133698,-19.80596816514929,-6.17034646233382
1.7804289276807983,-18.81683047682583,-19.403470616871097,-5.773365740628517
1.7964688279301748,-18.416699571300654,-18.974067912815116,-5.599822919110935
1.8125087281795513,-18.000507954654058,-18.527215859836407,-4.937797882027995
1.8285486284289278,-17.57608072940705,-18.071545120472948,-4.696128031595347
1.8445885286783044,-17.15157141420163,-17.6157686073556,-4.686669853880119
1.860628428927681,-16.71834512507451,-17.150732163453046,-3.9584371279619655
1.8766683291770576,-16.284641966022022,-16.685195664935677,-3.9416474999554714
1.8927082294264341,-15.85106252804129,-16.21982445541134,-4.444628124659414
1.9087481296758106,-15.424908615603407,-15.762503323344195,-4.181235125423053
1.9247880299251872,-15.00703255437378,-15.314188893445756,-3.8012344758044274
1.940827930174564,-14.580761902917992,-14.85687576064155,-3.7070012431884303
1.9568678304239404,-14.146041891959019,-14.39063412162002,-3.7208953752620793
1.972907730673317,-13.7036500805569,-13.916124962547723,-3.7345986144728327
1.9889476309226934,-13.24529591824793,-13.42449923464993,-3.505998615551495
2.00498753117207,-12.772272608144869,-12.91715718015667,-3.266865899078675
2.0210274314214467,-12.267868729928164,-12.375985650657388,-2.837141295329162
2.037067331670823,-11.740734101041687,-11.810237667863408,-2.1651140552568187
2.0531072319201997,-11.182693846826826,-11.211140195821914,-1.5366708749333646
2.0691471321695762,-10.593702264198816,-10.578540569633281,-0.5369085982900192
2.0851870324189528,-9.97294097626084,-9.911528814956798,0.5932813451242095
2.1012269326683293,-9.326976477111144,-9.217237240669444,1.6123244263913001
2.117266832917706,-8.655191726144423,-8.494942738035109,2.9386145292934955
2.1333067331670827,-7.964360385671732,-7.7520382094983065,4.2195210034372606
2.1493466334164593,-7.2624530896683455,-6.997081335038362,5.16488347461717
2.1653865336658358,-6.565876487330366,-6.247777813611363,6.331123929745702
2.1814264339152123,-5.883391310867279,-5.513278118954408,7.609957420960967
2.197466334164589,-5.215526081107996,-4.794534681413117,8.11379563206169
2.2135062344139653,-4.56291147747798,-4.092104364932739,8.67085260991629
2.229546134663342,-3.9513366382247264,-3.4334676116337497,9.63317787317966
2.2455860349127184,-3.364473997070453,-2.8012749800736287,10.391810950395177
2.261625935162095,-2.7943052811663756,-2.18670988863532,10.897944120534092
2.2776658354114714,-2.257792888230563,-1.6084057419256352,11.207313104629588
2.2937057356608483,-1.7463375806132084,-1.0566081255400637,11.736404690781937
2.309745635910225,-1.260564695986952,-0.5326138757310511,12.122379582915245
2.3257855361596014,-0.7830331179589046,-0.017056279031006115,12.131538063447747
2.341825436408978,-0.33112238955790885,0.4706439520350207,12.129594699252332
2.3578653366583544,0.11237171996540228,0.9493546648265406,12.29657718970463
2.373905236907731,0.5386553566575656,1.4094405169167485,12.255231481153618
2.3899451371571074,0.9567093252948733,1.8609442241876186,11.425932446529915
2.405985037406484,1.3658406298098906,2.3023634067466547,10.59234553577186
2.4220249376558605,1.7663213147503054,2.7342897649574223,10.099241291197503
2.438064837905237,2.1664646961259963,3.165788402611417,9.067065790182237
2.454104738154614,2.574666727476925,3.6057625453636777,8.14437677558963
2.4701446384039905,2.990704244653419,4.054026167412126,7.797374489718145
2.486184538653367,3.4312527048476285,4.528527949279419,7.282496392336139
2.5022244389027435,3.887519623639244,5.019335302440591,6.7695453150664795
2.51826433915212,4.3768728769548035,5.546125587770685,6.911185779750887
2.5343042394014965,4.8736271909029165,6.080624649247066,7.419348900071352
