SkillSpector Linear Data.

Create Date 2/15/2019
Time 18:8:47

Joelho - X pos	Joelho - Y pos	Quadril - X pos	Quadril - Y pos	C7 - X pos	C7 - Y pos	Barra - X pos	Barra - Y pos	
-2.245	16.322	29.182	33.282	70.443	60.403	13.244	-15.326	
-2.226	16.324	28.821	33.891	69.742	61.480	13.224	-15.359	
-2.207	16.329	28.423	34.544	68.970	62.615	13.203	-15.384	
-2.187	16.336	27.987	35.242	68.122	63.810	13.182	-15.400	
-2.167	16.347	27.511	35.984	67.192	65.064	13.160	-15.411	
-2.146	16.361	26.992	36.767	66.175	66.380	13.137	-15.417	
-2.124	16.380	26.431	37.589	65.067	67.758	13.114	-15.421	
-2.102	16.403	25.825	38.445	63.864	69.198	13.091	-15.423	
-2.080	16.431	25.174	39.332	62.562	70.701	13.067	-15.425	
-2.056	16.464	24.477	40.246	61.159	72.267	13.042	-15.424	
-2.033	16.502	23.733	41.183	59.651	73.897	13.017	-15.421	
-2.009	16.545	22.942	42.138	58.037	75.589	12.992	-15.412	
-1.984	16.594	22.104	43.109	56.316	77.344	12.966	-15.393	
-1.959	16.648	21.218	44.092	54.487	79.162	12.940	-15.363	
-1.933	16.707	20.285	45.083	52.549	81.042	12.913	-15.316	
-1.907	16.772	19.304	46.080	50.501	82.985	12.886	-15.251	
-1.881	16.842	18.276	47.082	48.345	84.990	12.858	-15.168	
-1.853	16.918	17.200	48.089	46.079	87.058	12.830	-15.064	
