SkillSpector Linear Data.

Create Date 2/15/2019
Time 18:16:35

Joelho - X pos	Joelho - Y pos	Quadril - X pos	Quadril - Y pos	C7 - X pos	C7 - Y pos	Barra - X pos	Barra - Y pos	
-2.233	16.221	30.630	28.201	68.708	58.614	13.636	-16.192	
-2.236	16.222	30.587	28.314	68.538	58.864	13.652	-16.187	
-2.239	16.224	30.543	28.429	68.365	59.117	13.669	-16.181	
-2.243	16.225	30.499	28.547	68.189	59.375	13.686	-16.174	
-2.246	16.225	30.453	28.667	68.009	59.637	13.703	-16.165	
-2.250	16.226	30.407	28.790	67.825	59.904	13.720	-16.154	
-2.254	16.227	30.359	28.914	67.636	60.175	13.738	-16.142	
-2.258	16.228	30.311	29.040	67.440	60.452	13.757	-16.128	
-2.262	16.229	30.262	29.167	67.239	60.734	13.777	-16.113	
-2.266	16.230	30.212	29.294	67.030	61.021	13.798	-16.097	
-2.270	16.231	30.162	29.420	66.814	61.313	13.820	-16.080	
-2.274	16.232	30.111	29.547	66.591	61.610	13.844	-16.062	
-2.278	16.233	30.061	29.672	66.359	61.911	13.869	-16.044	
-2.282	16.235	30.010	29.797	66.120	62.216	13.896	-16.025	
-2.285	16.236	29.959	29.920	65.873	62.525	13.924	-16.005	
-2.288	16.237	29.909	30.042	65.618	62.836	13.954	-15.984	
-2.291	16.238	29.860	30.163	65.357	63.150	13.984	-15.963	
-2.294	16.239	29.811	30.282	65.089	63.464	14.015	-15.942	
-2.296	16.240	29.763	30.400	64.817	63.779	14.046	-15.921	
-2.297	16.240	29.716	30.517	64.540	64.094	14.076	-15.900	
-2.298	16.240	29.669	30.632	64.260	64.408	14.104	-15.879	
-2.298	16.239	29.623	30.745	63.979	64.720	14.130	-15.859	
-2.297	16.237	29.578	30.857	63.698	65.031	14.152	-15.841	
-2.294	16.235	29.532	30.968	63.419	65.339	14.171	-15.825	
-2.291	16.231	29.486	31.078	63.142	65.644	14.184	-15.812	
-2.287	16.227	29.439	31.189	62.869	65.946	14.192	-15.802	
-2.281	16.221	29.390	31.301	62.601	66.246	14.192	-15.796	
-2.274	16.214	29.338	31.415	62.340	66.543	14.186	-15.794	
-2.265	16.206	29.282	31.534	62.084	66.840	14.171	-15.798	
-2.255	16.197	29.221	31.660	61.835	67.138	14.146	-15.807	
-2.242	16.187	29.153	31.795	61.592	67.439	14.112	-15.823	
-2.228	16.175	29.076	31.943	61.353	67.747	14.068	-15.845	
-2.212	16.163	28.989	32.106	61.116	68.064	14.013	-15.875	
-2.193	16.150	28.889	32.289	60.879	68.394	13.948	-15.913	
-2.172	16.136	28.775	32.495	60.637	68.742	13.872	-15.958	
-2.149	16.122	28.643	32.728	60.387	69.113	13.785	-16.011	
-2.123	16.109	28.492	32.990	60.123	69.512	13.688	-16.072	
-2.095	16.096	28.318	33.285	59.838	69.943	13.581	-16.139	
-2.064	16.084	28.119	33.617	59.525	70.413	13.466	-16.213	
-2.030	16.074	27.892	33.989	59.176	70.926	13.343	-16.292	
-1.993	16.066	27.634	34.403	58.783	71.487	13.213	-16.375	
-1.953	16.060	27.342	34.861	58.336	72.102	13.079	-16.460	
-1.910	16.057	27.015	35.365	57.825	72.776	12.942	-16.546	
-1.864	16.057	26.649	35.917	57.242	73.512	12.803	-16.631	
-1.814	16.060	26.242	36.517	56.576	74.314	12.665	-16.714	
-1.762	16.068	25.792	37.164	55.818	75.186	12.529	-16.793	
-1.706	16.081	25.297	37.858	54.960	76.131	12.398	-16.866	
-1.647	16.097	24.755	38.597	53.994	77.149	12.273	-16.931	
-1.584	16.119	24.164	39.378	52.912	78.244	12.156	-16.989	
-1.518	16.146	23.525	40.201	51.708	79.415	12.048	-17.038	
-1.449	16.178	22.834	41.062	50.378	80.663	11.950	-17.078	
-1.376	16.216	22.093	41.960	48.919	81.990	11.864	-17.108	
-1.300	16.259	21.300	42.894	47.326	83.393	11.790	-17.129	
-1.221	16.308	20.454	43.861	45.599	84.874	11.728	-17.140	
-1.138	16.362	19.557	44.860	43.737	86.431	11.680	-17.141	
-1.052	16.421	18.608	45.892	41.739	88.065	11.644	-17.132	
-0.962	16.487	17.606	46.954	39.605	89.775	11.622	-17.114	
-0.869	16.557	16.552	48.049	37.335	91.560	11.613	-17.086	
